Year,Province,R&D Personnel,Internal R&D Expenditure (10K RMB),Labor Service Cost (10K RMB),Equipment Cost (10K RMB),Institutional Expenditure (10K RMB),Tech Renovation Expenditure (10K RMB),Technology Import Expenditure (10K RMB),Technology Assimilation Expenditure (10K RMB),Domestic Tech Purchase Expenditure (10K RMB),New Product Investment,Valid Invention Patents,Firms with R&D Institutions,Entrepreneurial Activity,Total Profit (100M RMB),Green Invention Output,Postal & Telecom Volume,Postal Volume,Telecom Volume,Enterprise Informatization Level,Digital Infra - Fiber Length,Digital Infra - Broadband Ports per Capita,Digital Economy,Enterprise Digitalization,Digital Policy Keyword Frequency,Education Expenditure,Science & Tech Expenditure,Tertiary Sector Employment Share,Higher Education Share,Innovation Labor Input,Fixed Asset Investment,New Productivity Level,Economic Development Level,Openness Level,Industrial Structure,Population Density,Industrialization Level,Urbanization Level,New Fixed Assets in Electronics & Telecom (100M RMB),New Fixed Assets in Computers & Office Equipment (100M RMB)
2015,Tianjin,58728,1648083.4,590018.6,109170.4,699119,35847.8,88209,1511.6,278,0.0042,10046,216,9755.5938,632.06,0.1878,321.0467,60.0467,261,9.1,163995,0.3268,0.0483,446,33,5074400,1208200,0.5696,0.1038,124321,332.48,0.165,75868.27,1.422993938,0.0000188,0.0000132,1.422993938,0.82904795,318.66,13.82
2015,Hebei,36922,774659.2,203139.8,126278,431472.4,96366.8,8404.4,9483.6,18935.6,0.0012,3798,304,8896.1875,320.9,0.1879,997.9347,131.4747,866.46,6.6,1031585.92,0.4014,0.1741,233,44,10411600,455000,0.3323,0.0912,106975,483.94,0.1661,35994,1.118380841,0.0000311,0.0000278,1.118380841,0.516678012,460.8,23.14
2015,Shanghai,71736,2564503.8,1097576.8,224618.4,1760620.2,92591.4,36396.4,61877.2,47927.4,0.0066,21974,302,11115.0938,569.98,0.1807,1164.5114,385.7514,778.76,13.1,475024.56,0.5959,0.1822,2486,67,7673200,2718500,0.6285,0.1073,171798,208.1,0.2373,109186,0.950630447,0.00000871,0.00000916,0.950630447,0.885272579,200.08,8.02
2015,Jiangsu,269496,6862874.2,2169572.8,730559.2,7158499.8,1933503.4,255110,51845.2,116953.8,0.006,44924,5620,10961.5635,3627.02,0.1595,2316.4872,516.0172,1800.47,11,2511542.63,0.5649,0.2896,2256,36,17462200,3719600,0.404,0.0932,520303,2973.38,0.312,85871.21,1.024732271,0.0000119,0.0000116,1.024732271,0.674924835,2711.58,261.8
2015,Zhejiang,165718,3706535.4,1599496.8,277429.8,3163551.8,689132.6,25275.2,16593,82091.8,0.0045,20766,2278,11450.8604,1037.42,0.1383,2424.5514,811.0114,1613.54,13.2,2072207,0.7968,0.3209,2750,41,12649300,2507900,0.4361,0.0879,364710,595.82,0.2699,73276,1.059605957,0.0000145,0.0000136,1.059605957,0.663157895,539.64,56.18
2015,Fujian,66008,1872512.4,652240.8,159900,1170608.8,270364.6,91535.6,16111.6,98510.4,0.0035,8726,444,12225.9541,393.68,0.1485,1077.839,217.229,860.61,10.2,831927.48,0.5862,0.2014,1512,36,7575100,766000,0.416,0.0902,126572,475,0.2065,67649.04,1.004678262,0.0000149,0.0000148,1.004678262,0.632279116,463.08,11.92
2015,Shandong,135728,4153505.6,1277534,415702.4,2510220.2,877153.6,94384,15507.2,74515.2,0.0031,19138,828,12736.1953,1748.4,0.1533,1474.5871,205.5271,1269.06,6.6,1371672.41,0.4058,0.2567,1080,24,16906200,1590500,0.356,0.0897,297845,774.14,0.2089,56204.93,1.141684548,0.0000203,0.0000178,1.141684548,0.569734442,693.58,80.56
2015,Guangdong,480604,16543834.8,7766258.4,1060509,19265973.4,746982,715492.8,18078.8,759508.2,0.0147,250942,2900,9606.5254,4068.28,0.145,4378.7781,1228.7481,3150.03,11.5,1645703.16,0.4081,0.4835,6781,96,20406500,5695500,0.4406,0.0955,501696,1493.8,0.364,64516.26,1.046294376,0.0000162,0.0000155,1.046294376,0.695067649,1393.5,100.3
2015,Hainan,5156,91377.4,32886.4,4914.6,62191,15910.2,600,300,5724.6,0.0012,1272,46,9400.7412,42.76,0.1456,183.9215,12.6115,171.31,15.8,152717,0.4216,0.0519,134,52,2068400,123800,0.5026,0.0922,7713,8.65,0.1729,39704,1.028057626,0.0000259,0.0000252,1.028057626,0.549206349,6.76,1.89
2015,Shanxi,5818,85644.8,22900.6,6058.8,98016.4,22892.2,1200,1528,901.8,0.0004,1170,90,8137.1694,109.64,0.1802,515.9308,43.1308,472.8,6.1,765678.94,0.3825,0.0976,241,26,6028500,374700,0.4429,0.0952,42873,56.48,0.1133,33592.71,1.03947285,0.0000309,0.0000298,1.03947285,0.558681444,54.96,1.52
2015,Anhui,45202,1024024,309759.6,238462.8,828893,135661.6,615.6,7774.8,10120,0.0033,9614,802,7296.2402,443.9,0.1242,823.4581,116.1881,707.27,12.3,972902.6,0.3679,0.1317,547,50,8567300,1479400,0.3947,0.0828,133558,755.48,0.1677,39692,0.906897211,0.0000228,0.0000252,0.906897211,0.509732158,719.54,35.94
2015,Jiangxi,33102,625013.6,219817.2,58898.6,339916.4,340111.6,1101.6,420,7165.2,0.0018,3202,322,7157.4136,455.72,0.1978,620.0747,69.7047,550.37,9.4,593134.58,0.3775,0.0947,376,63,7932700,747900,0.4,0.0886,46548,739.7,0.1629,37436.45,0.980969082,0.0000262,0.0000267,0.980969082,0.523076923,677.76,61.94
2015,Henan,55102,878206,296637.4,100614.2,582702.2,160384.4,1098,2477.6,4575.8,0.0011,3326,476,7328.6567,816.6,0.1702,1328.1456,163.7756,1164.37,5.5,1231505.25,0.3342,0.2139,710,79,12710000,832500,0.3623,0.0895,158858,1357.98,0.1714,38338,1.020465595,0.0000266,0.0000261,1.020465595,0.470157716,1238.06,119.92
2015,Hubei,66256,1882391,630649.6,278436.2,742760.4,337136.2,70409.8,3810.4,12431.8,0.0033,11984,360,11645.3506,396.98,0.1462,965.7511,137.4111,828.34,8.8,930328.61,0.3523,0.1524,906,62,9130500,1573600,0.3882,0.092,135481,656.14,0.1756,52021.26,0.973714401,0.0000187,0.0000192,0.973714401,0.571794872,631.88,24.26
2015,Hunan,56496,1280954.2,426798.8,148347.4,781170,603554.6,4741,2971.4,23791.8,0.0022,5734,490,6508.5259,358.56,0.179,906.6609,104.1509,802.51,8.1,1076348.9,0.292,0.1381,787,47,9285400,662600,0.3582,0.0916,114869,728.02,0.1703,43155.3,0.990697782,0.000023,0.0000232,0.990697782,0.507936508,680.5,47.52
2015,Inner Mongolia,3640,120889.2,20369.8,6661,38341.2,36445,9.4,104.8,20,0.0002,242,52,14451.8447,57.64,0.2454,400.3007,23.2307,377.07,5.5,465965.95,0.3754,0.0548,66,23,5365300,357200,0.312,0.0922,38248,104.08,0.1421,52972,1.342228804,0.0000253,0.0000189,1.342228804,0.620901639,52.64,51.44
2015,Guangxi,7172,155938.6,40428.6,17742.4,64939.8,17713.4,2146.8,74.4,762.6,0.0004,1056,98,7969.9023,338.96,0.136,651.5337,43.6437,607.89,8.4,652917.47,0.3182,0.0887,223,61,7896900,496300,0.3087,0.0876,38269,283.14,0.1567,30890,1.139203626,0.0000369,0.0000324,1.139203626,0.4799418,221.38,61.76
2015,Chongqing,26232,649533,217284,82342.4,316770.6,104364.6,4201.4,299.8,13816.6,0.0022,2610,236,8938.6973,325.12,0.1237,554.5619,61.0119,493.55,8.5,654413,0.4395,0.0826,237,82,5362400,456700,0.4452,0.0875,61520,559.78,0.1585,52476,0.997046269,0.000019,0.0000191,0.997046269,0.61465798,237.26,322.52
2015,Sichuan,57186,1639663,578948.8,86938.6,484805.6,398197.8,17786.6,6538.2,32480.6,0.003,14020,310,6596.1079,346.42,0.186,1297.5902,138.5702,1159.02,10.2,1617009.21,0.3804,0.2351,1151,30,12523300,966900,0.376,0.0835,116842,650.7,0.1856,37150,0.989905787,0.0000266,0.0000269,0.989905787,0.482674475,542.26,108.44
2015,Guizhou,15292,337231.4,93921.8,18635.6,245788.2,123598.8,192.8,7.2,1404.2,0.0018,3290,98,8304.4502,96.18,0.1631,515.1625,33.7725,481.39,8.9,656959,0.2362,0.0864,392,44,7729100,586800,0.3091,0.0765,23537,103.34,0.1408,28547.05,1.045545785,0.0000366,0.000035,1.045545785,0.42961165,99.72,3.62
2015,Yunnan,6720,160015.4,36813.8,16938.2,93762.4,68002.6,1783.6,47765.4,2598,0.0005,2054,90,9468.3252,55.78,0.1651,792.5754,35.2954,757.28,9.3,795267.41,0.2469,0.0805,181,38,7674600,485600,0.3343,0.0776,39535,9.693333333,0.149,32116.79,0.896914044,0.0000279,0.0000311,0.896914044,0.429337336,8.24,1.453333333
2015,Tibet,90,2927.2,837,81.2,71,184.4,40.2,15.8,3248,0.0002,126,2,11200,7.38,0.1053,56.3824,2.5924,53.79,12.6,120440,0.1546,0.0144,5,12,1672700,54100,0.455,0.0525,1130,1.553333333,0.0893,31847,1.00477282,0.0000316,0.0000314,1.00477282,0.287878788,0.1,1.453333333
2015,Shaanxi,52772,1537747,323189.8,93881.6,364607.2,454415.4,7027.6,1071.2,7498.6,0.0044,5956,196,8223.1406,276.84,0.199,760.9652,61.4752,699.49,8.4,708294.81,0.4002,0.0918,184,38,7580700,572800,0.3537,0.0936,92618,405.9,0.1679,46653.98,1.020834664,0.0000219,0.0000214,1.020834664,0.547321893,397.18,8.72
2015,Gansu,3460,66382.8,24291.8,3532.8,36076,3575.8,256.2,80,929.2,0.0005,768,48,9045.6992,54.4,0.2032,365.6148,16.3248,349.29,8,481774.15,0.3252,0.0513,70,32,4983300,298500,0.2683,0.0819,25859,39.12,0.1127,25945.98,1.008451436,0.0000389,0.0000385,1.008451436,0.442330559,29.68,9.44
2015,Qinghai,310,8286.6,2485.6,988.8,8017.8,41.8,77.2,80,320,0.0008,26,8,10813.1719,10.6,0.1767,105.3764,3.7264,101.65,8.2,146152.1,0.3607,0.0623,106,32,1631900,112200,0.411,0.0785,4008,5.07,0.1229,34883,1.182581773,0.0000339,0.0000287,1.182581773,0.516464471,3.98,1.09
2015,Ningxia,3382,57219,9252.2,10798.2,41053.2,31945.6,75,930,167.5,0.0008,310,22,12740.9355,6.44,0.196,135.4159,12.1859,123.23,9.9,115694.7,0.2935,0.0256,43,63,1425100,172500,0.3991,0.0882,9247,10.08,0.0855,37876,1.156537121,0.0000305,0.0000264,1.156537121,0.570175439,7.48,2.6
2015,Xinjiang,1492,24831.2,6266.6,4413.8,10057.8,8946,73.2,1000,100,0.0001,228,28,9971.2793,13.96,0.1572,404.8002,22.2502,382.55,6,631259.12,0.4293,0.0685,138,41,6479300,416400,0.4076,0.0927,16949,15.8,0.1342,39520,1.01305668,0.0000256,0.0000253,1.01305668,0.487631027,14,1.8
2015,Eastern Region,1349492,40622385.8,16335155.2,3440707.4,37982035.6,4822808.8,1403979.2,192659,1214001.2,0.0515,407674,13448,106467.6369,12977.02,1.6889,16793.613,3933.033,12860.58,114.2,10531836.16,5.2299,2.3996,23905,465,120714500,22724700,4.874,0.9681,2467661,7455.36,2.3961,759629.71,12.25093474,0.00021175,0.00018616,12.25093474,7.493604031,6878.8,576.56
2015,Central Region,261976,5776233.6,1906563.2,830818,3373458.4,1599740.6,79166,18982.2,58986.4,0.0121,35030,2540,48073.3564,2581.42,0.9976,6863.1899,797.7099,6065.48,50.2,5569898.88,2.1064,0.8284,3567,327,70029100,7202900,2.3463,0.5397,632187,4293.78,0.9612,361604.67,9.862691707,0.0002503,0.0002284,9.862691707,5.002930452,4002.68,291.1
2015,National,1846910,52533170.4,19966730.8,4740043.8,43749832.2,8017139,1513862.8,278493.4,1352526,0.0783,482808,17520,257812.7027,17972.66,4.4978,29045.5485,5141.1785,23904.37,262.8,22681916.01,10.921,4.1152,30202,1149,253171300,34407300,11.2883,2.4079,3529362,14696.94,4.8604,1534444.18,33.39354377,0.00077555,0.00072096,33.39354377,17.79422816,13233.64,1463.3
2015,Western Region,177748,4760664.4,1354089.8,342954.6,1704290.8,1247431.2,29464.6,56836.2,59609.8,0.0147,30686,1188,103271.7094,1589.72,1.8113,5388.7456,410.4356,4978.31,98.4,6580180.97,3.5847,0.8872,2730,357,62427700,4479700,4.068,0.9001,429514,2170.44,1.5031,419987.8,11.65787518,0.0003178,0.0003027,11.65787518,5.428985257,1613.94,556.5
2015,Jilin,9484,187211.4,38311.8,19992,96045.2,87501.2,94.4,9374,12500,0.0008,1538,80,10703.3291,372.92,0.1648,387.2573,36.1273,351.13,4.2,394073,0.3778,0.0645,310,56,4775700,413900,0.4225,0.0949,49276,183.28,0.1429,38128,1.339855225,0.0000351,0.0000262,1.339855225,0.576349024,176.64,6.64
2015,Liaoning,29108,782802.6,223101.6,40240,471304.4,197622.2,488.6,320,6656.6,0.0015,6036,154,9467.6582,310.44,0.1763,804.4685,75.0685,729.4,5,770702.28,0.6249,0.1466,515,45,6102400,689200,0.4503,0.0967,85366,541.5,0.158,46482,1.406015494,0.0000302,0.0000215,1.406015494,0.680497925,517.62,23.88
2015,Heilongjiang,19102,403872.6,109509.2,65331.8,122697.8,62035,670,322,772,0.0014,1844,110,9161.3486,141.14,0.2062,511.4429,52.1529,459.29,4.3,550690,0.3709,0.0883,250,26,5496600,429100,0.428,0.0936,56598,52.58,0.1445,32758.95,1.204604067,0.0000368,0.0000305,1.204604067,0.604703882,43.94,8.64
2016,Beijing,59604,2598527.2,1029505.8,174130.4,1600980.2,81811.2,84370.6,724,11633.4,0.0061,32258,462,10411.207,642.06,0.2342,979.0841,386.0041,593.08,18,306658,0.8128,0.4329,8074,42,8873700,2857800,0.8012,0.1171,253337,82.9,0.3136,123391,0.957914273,0.00000776,0.0000081,0.957914273,0.867425968,78.06,4.84
2016,Tianjin,48768,1397749.8,521311.2,159890.6,628823.4,21894.8,61475.8,4000,5811.6,0.003,12156,212,11518.0176,592.46,0.1986,269.6079,86.5179,183.09,8.4,183854.36,0.502,0.0571,562,31,5024900,1251800,0.5887,0.1038,119384,303.86,0.1699,79647.47,1.444527993,0.0000181,0.0000126,1.444527993,0.832986833,282.94,20.92
2016,Hebei,37024,818831.4,232129.4,127093.8,418321.6,64517.2,7457.8,8682.8,15112.4,0.0012,5206,318,11627.8105,325.26,0.2023,819.9896,196.7896,623.2,8.4,1179975.77,0.5208,0.2103,276,67,11349000,731800,0.3741,0.0912,111384,477.78,0.1964,38688,1.113058313,0.0000288,0.0000258,1.113058313,0.538711864,437.92,39.86
2016,Shanghai,68246,2676343.4,1128286.6,206063.4,1825962.6,38530,49001,32231.4,14660.2,0.0065,27860,274,12967.6533,669.14,0.1809,1074.2169,564.2469,509.97,12.5,532551.25,0.6468,0.1575,3241,77,8409700,3417100,0.6382,0.1073,183932,184.12,0.2765,121369,0.960393511,0.00000791,0.00000824,0.960393511,0.89014998,160.78,23.34
2016,Jiangsu,295116,7764686.8,2557617.4,855439.4,7905240.6,2018922.8,200241.4,57536.4,123585.2,0.0064,61760,6374,13781.9473,4119.82,0.1614,1870.2939,663.6939,1206.6,9.6,2939497.74,0.6773,0.333,3249,60,18429400,3810200,0.414,0.0932,543438,2815.44,0.3698,92657.94,1.045641636,0.0000113,0.0000108,1.045641636,0.68929722,2522.92,292.52
2016,Zhejiang,170356,4265315.8,1861623.2,264296.8,3897810.8,597903.6,18612.4,16210.6,51831.2,0.005,25800,2408,13792.1611,1233.14,0.1462,2367.2275,1250.7475,1116.48,14.9,2287947,0.7774,0.3742,4087,67,13000300,2690400,0.448,0.0879,376553,579.76,0.2897,78384,1.083333333,0.0000138,0.0000128,1.083333333,0.677206851,543.08,36.68
2016,Fujian,77176,2235431.8,849926.6,218219.2,1308286.4,1716813.8,107196,14475.2,50832,0.0038,12886,462,12845.667,657.64,0.1525,889.2112,300.6912,588.52,12.2,1025648.29,0.6181,0.2663,1923,59,7891100,802800,0.4349,0.0902,132155,516.8,0.2231,74023.58,1.009232463,0.0000136,0.0000135,1.009232463,0.643924303,491.42,25.38
2016,Shandong,146958,4449797,1403301,474981.2,2793642.6,881995.8,29563,11285.6,92812.6,0.0033,24596,888,12651.9102,1905.34,0.174,1164.9896,301.6096,863.38,9.9,1766637.86,0.4693,0.2837,1606,29,18259900,1670000,0.369,0.0897,301480,737.42,0.2325,59239.34,1.160259382,0.0000196,0.0000169,1.160259382,0.591296501,634.02,103.4
2016,Guangdong,524244,18402229,8994073,1077271.8,25071289.8,996441.6,1378767.2,8441.2,1109217.6,0.0162,328676,5696,11387.1934,4188.46,0.1316,3877.5616,1886.2516,1991.31,11.6,2101665.08,0.5472,0.5488,8795,124,23184700,7429700,0.4632,0.0955,515649,1528.16,0.3887,69671.15,1.062362255,0.0000152,0.0000144,1.062362255,0.701461203,1408.62,119.54
2016,Hainan,4606,81362.2,28709,6533.8,34351.8,7461.4,600,300,7279,0.0012,1350,30,10858.7256,47.54,0.248,142.8432,16.8932,125.95,18.4,200215,0.5464,0.0362,155,78,2142400,156900,0.512,0.0922,7840,12,0.1846,43009,1.031109768,0.000024,0.0000233,1.031109768,0.567398119,10.5,1.5
2016,Shanxi,10322,167438.8,72987.6,3530.2,101766.6,3214.4,1517.333333,400,140,0.0005,1626,120,9256.8301,94.12,0.1811,385.6044,56.8744,328.73,8.1,904757.68,0.4505,0.1025,330,40,6069700,345600,0.4589,0.0952,44147,137.14,0.1491,33972.42,1.045907239,0.0000308,0.0000294,1.045907239,0.572566875,135.54,1.6
2016,Anhui,55268,1271084.4,425853.8,205520.4,1031183.8,141349,12564.4,13369,21470.8,0.0033,15028,902,9325.5264,477.32,0.1228,664.4502,174.9102,489.54,12.7,1360127.03,0.4189,0.1493,954,60,9108700,2595000,0.3972,0.0828,135829,846.98,0.2194,43686,0.905576157,0.0000207,0.0000229,0.905576157,0.52627217,801.84,45.14
2016,Jiangxi,34638,601782.2,181100,62952.4,445428.2,69587,2805.8,394.6,2540,0.0026,4152,458,8540.4141,564.74,0.1788,486.8602,100.3202,386.54,7.3,683454.04,0.4572,0.1027,387,77,8488800,831200,0.413,0.0886,50620,670.18,0.172,40949.98,0.986569468,0.0000241,0.0000244,0.986569468,0.539813167,560.62,109.56
2016,Henan,59050,1151873.8,356385.4,146552.2,707260.8,128015,1016,1361.6,3771.4,0.0011,5736,498,9061.9658,889.64,0.1776,990.8932,233.2232,757.67,6.8,1738627.04,0.4444,0.2575,903,84,13437600,961000,0.3947,0.0895,166279,1209.68,0.1874,41326,1.030223104,0.0000249,0.0000242,1.030223104,0.487829822,1165.54,44.14
2016,Hubei,60348,2060555.4,614110.8,407360.2,795943.8,118818.4,48326.6,6222.8,11435.2,0.0037,16974,342,9780.833,519.58,0.1553,707.3856,192.0956,515.29,11.3,1223699.79,0.4409,0.1588,1029,78,10473700,1901100,0.4013,0.092,136608,496.84,0.1886,56843.63,0.979265399,0.0000172,0.0000176,0.979265399,0.585726423,468.5,28.34
2016,Hunan,64622,1275336.6,394878.4,100417.2,498149,816402.4,5369.4,1956.4,7038,0.0021,6374,482,7888.3472,412.32,0.1945,699.1211,143.3711,555.75,10.9,1285322.52,0.3615,0.1544,822,67,10323700,714400,0.3624,0.0916,119345,591.04,0.1924,46606.42,0.995184784,0.0000214,0.0000215,0.995184784,0.526943396,550.08,40.96
2016,Inner Mongolia,4152,180851.4,34543.6,16544.8,47240.6,10469.8,9.4,9.6,3443,0.0003,294,46,14552.2578,47.26,0.2108,276.8879,27.2479,249.64,7.6,586203.2,0.4929,0.0744,149,38,5549700,323800,0.3428,0.0922,39480,221.44,0.1535,56560,1.274115983,0.0000225,0.0000177,1.274115983,0.633825944,192.7,28.74
2016,Guangxi,7168,170183,50627.2,13296.8,54479.4,36977.8,2146.8,437.8,1143.4,0.0005,2154,88,8266.6465,445,0.1424,452.6566,63.6966,388.96,11,889399.69,0.4313,0.1095,380,71,8545500,452000,0.3283,0.0876,39903,337.46,0.1699,33340,1.140581884,0.0000342,0.00003,1.140581884,0.492485073,230.12,107.34
2016,Chongqing,30974,884175.2,294448,130716.6,426358.2,80767.8,5285.2,329.8,22283.8,0.0027,3278,330,9867.8135,421.7,0.1543,428.2303,79.2203,349.01,11.6,817013,0.5285,0.0942,314,133,5751800,516200,0.4598,0.0875,68055,586.52,0.1781,58327,1.003000326,0.0000172,0.0000171,1.003000326,0.633440514,428.12,158.4
2016,Sichuan,71702,2013641.2,733082,128024.4,562698.2,338783.6,38764.6,4046.6,29105.2,0.0037,18272,378,7714.1318,787.1,0.1701,913.9676,199.0376,714.93,13.9,1897078.45,0.4496,0.2524,1283,41,13018500,1010900,0.39,0.0835,124614,414.7,0.2008,40297,0.992704172,0.0000246,0.0000248,0.992704172,0.500060599,367,47.7
2016,Guizhou,15566,385327.6,79346,30398,267630.8,73383.8,319.6,421.4,10173.2,0.0019,3782,122,9713.5449,133.7,0.1374,378.917,42.687,336.23,12.4,792205.4,0.2964,0.08,526,108,8435400,693000,0.3301,0.0765,24124,149.74,0.1593,31589.47,1.05243931,0.0000333,0.0000317,1.05243931,0.455561469,118.24,31.5
2016,Yunnan,6980,126002.8,39296.4,16286.2,75998,29119.8,2620,884.6,5125,0.0006,1796,102,9600.5557,86.88,0.1623,551.0252,50.0452,500.98,13.2,914164.31,0.358,0.1223,189,100,8711400,468600,0.338,0.0776,41116,24.64,0.1654,35051.39,0.887068958,0.0000253,0.0000285,0.887068958,0.446440026,24.46,0.18
2016,Tibet,136,3943.2,1064,127,75.6,279.8,100,77,3248,0.0001,134,2,12052.9414,6.94,0.1777,36.0733,3.1233,32.95,17.5,135365,0.3151,0.023,7,29,1696400,48100,0.4585,0.0525,1126,17.6,0.0937,35015,1.004826503,0.0000287,0.0000286,1.004826503,0.314705882,0.8,16.8
2016,Shaanxi,61586,1675276.6,383615.4,113041,419765.4,360315,7758.6,523,12897.2,0.0046,8452,214,8965.4365,422.1,0.1657,557.0207,92.0307,464.99,12.2,895886.31,0.5377,0.1105,316,45,7775300,620100,0.3669,0.0936,94755,436.68,0.1851,49341.32,1.033920454,0.000021,0.0000203,1.033920454,0.56401652,419.26,17.42
2016,Gansu,4716,78168.4,24665.8,7336,46561,9704,100,74,4920.8,0.0005,858,38,9957.1826,48.52,0.1396,254.238,22.188,232.05,10.5,598208.06,0.3754,0.0612,109,66,5489500,262300,0.2812,0.0819,25759,45.96,0.1251,27396.03,1.00901481,0.0000368,0.0000365,1.00901481,0.460714286,28.28,17.68
2016,Qinghai,682,19238.8,3666.2,3702.8,8169.4,1656.6,60,100,320,0.0006,188,24,12213.5742,17.54,0.2138,72.0421,4.8321,67.21,10.8,179708.46,0.4505,0.0208,84,43,1713600,109000,0.4152,0.0785,4166,8.74,0.128,38968,1.117096079,0.0000287,0.0000257,1.117096079,0.536082474,7.14,1.6
2016,Ningxia,3752,68841.6,11882.8,6252.4,50342.8,15100.2,55.6,930,171.25,0.0008,414,26,12804.46,24.88,0.194,109.9255,15.1955,94.73,11.2,161376,0.4419,0.0251,51,46,1525700,182600,0.4261,0.0882,9004,46.28,0.097,40339,1.169934803,0.000029,0.0000248,1.169934803,0.58705036,2.28,44
2016,Xinjiang,1658,46987.6,3933.8,5000,21443.4,12187,73.2,530,750,0.0002,276,26,10547.2813,23.18,0.1653,280.3497,27.4997,252.85,6.2,771263.84,0.5453,0.0781,361,39,6645200,449800,0.4216,0.0927,16945,7.16,0.1438,40020,1.013593203,0.0000253,0.000025,1.013593203,0.504118616,5.36,1.8
2016,Eastern Region,1432098,44690274.4,18606483.2,3563920.4,45484709.8,6426292.2,1936685.2,153587.2,1482775.2,0.0527,532548,17124,121842.293,14380.88,1.8297,14378.9939,5801.6939,8577.3,123.9,12524650.35,6.1181,2.7,31968,634,129307800,25729700,5.0433,0.9681,2545152,7236.78,2.6448,817480.48,12.05638044,0.00019317,0.00017434,12.05638044,7.613644664,6570.3,666.48
2016,Central Region,284248,6528071.2,2045316,926332.6,3579732.2,1277386.2,70082.2,23704.4,46395.4,0.0133,49890,2802,53853.9166,2957.74,1.0101,5247.8097,1116.9897,4130.82,57.1,7195988.1,2.5734,0.9252,4425,406,74827500,8823700,2.4275,0.5397,652828,3951.86,1.1089,384737.08,9.548153408,0.0002301,0.0002154,9.548153408,5.126337794,3682.1,269.76
2016,National,1976200,58314923,22677480.8,5108275.8,51741171,9033058.4,2064251.6,186373.6,1622465,0.0822,633388,21654,287399.778,20603.6,4.6624,23485.4809,7481.7909,16003.69,311.5,27772306.97,13.4212,4.6023,40013,1647,270447800,39237800,11.6865,2.4079,3647547,13634.72,5.3999,1651061.77,33.11428282,0.00071677,0.00067254,33.11428282,18.2546984,12264.94,1369.78
2016,Western Region,209072,5652637.4,1660171.2,470726,1980762.8,968745.2,57004.2,7182.8,85240.8,0.0162,39898,1396,111703.5684,2464.78,1.8226,3858.6773,563.1073,3295.57,130.5,8051668.52,4.7297,0.9771,3620,607,66312500,4684400,4.2157,0.9001,449567,2234.5,1.6462,452904.21,11.5577146,0.0002924,0.0002807,11.5577146,5.63601669,1823.74,410.76
2016,Jilin,10770,234291.2,56919,21030.8,128668.6,58771.4,145.8,107.2,2123.4,0.0009,1900,84,12789.9102,380.04,0.1394,310.3429,46.0329,264.31,5.1,411279,0.608,0.0684,462,50,4997000,410100,0.4339,0.0949,48252,126.24,0.1517,40259,1.338036216,0.0000332,0.0000248,1.338036216,0.587456175,113.64,12.6
2016,Liaoning,23524,722425,200543.6,33525.2,450643.2,209330.2,419.0666667,692,4565,0.0019,6918,148,10563.5078,287.4,0.1831,614.155,101.445,512.71,5.8,1035313.88,0.7487,0.1378,630,51,6339600,616100,0.4446,0.0967,87839,49.54,0.1623,47069,1.0790754,0.0000229,0.0000212,1.0790754,0.688698868,45.8,3.74
2016,Heilongjiang,16488,487223.8,108047.8,92740.8,116654.4,92533.2,480,1100,1365.2,0.0016,2234,100,10206.1221,132.76,0.1328,388.9971,68.7171,320.28,5.6,615654,0.5674,0.1008,427,77,5588700,449200,0.456,0.0936,54942,35.8,0.1553,34024.63,1.188315641,0.0000349,0.0000294,1.188315641,0.611030898,29.36,6.44
2017,Beijing,60191,2641220.6,1118966.9,167572.2,1521684.1,49683.6,96111.3,1043,150191.7,0.0054,40882,425,8669.9639,722.03,0.2438,1289.9017,419.32,870.5817,19,356820,0.8286,0.4635,10779,32,9646184,3617581,0.8062,0.1171,269835,82.9,0.3586,136172,0.947288035,0.00000696,0.00000734,0.947288035,0.869188696,78.06,4.84
2017,Tianjin,45420,1379943.9,536551.6,154212.3,708980.7,24063.4,60893.9,2676,4988.8,0.0052,12582,192,16239.6455,453.23,0.2008,406.8021,106.13,300.6721,6.6,204693.36,0.564,0.0639,794,31,4345894,1159874,0.6053,0.1038,103087,303.86,0.175,87280.48,1.362773994,0.0000156,0.0000115,1.362773994,0.835460993,282.94,20.92
2017,Hebei,34131,845753.7,263695.7,112600.9,472730.8,74910.6,8017.9,8103.4,17008.2,0.0015,5976,284,12679.1064,287.63,0.2042,1365.2288,269.04,1096.1888,6.9,1714466.33,0.557,0.2381,507,63,12765528,690827,0.4206,0.0912,113191,477.78,0.2274,41451,1.09495549,0.0000264,0.0000241,1.09495549,0.557430153,437.92,39.86
2017,Shanghai,67170,2611330.7,1158818.3,153342.7,1515922.3,65980,131935.5,50889.7,99124.1,0.0056,30134,271,12442.3359,702.57,0.1918,1405.6649,711.87,693.7949,10.8,582873.96,0.7341,0.2194,4330,82,8741040,3898973,0.6554,0.1073,183462,184.12,0.347,133489,0.948648578,0.00000711,0.00000749,0.948648578,0.890916464,160.78,23.34
